"address","street_number","direction","street_name","street_type","complaints","neshaps_demolition_notices","enforcement","inspections","permits","tanks","holds","latitude","longitude","location"
"2019 W PENSACOLA AVE","2019","W","PENSACOLA","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2019%20and%20direction=%27W%27%20and%20street_name=%27PENSACOLA%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2019%20and%20direction=%27W%27%20and%20street_name=%27PENSACOLA%27%20and%20street_type=%27AVE%27)",,,,"41.96041824958325","-87.67974203874563","POINT (-87.67974203874563 41.96041824958325)"
"2022 W GIDDINGS ST","2022","W","GIDDINGS","ST",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2022%20and%20direction=%27W%27%20and%20street_name=%27GIDDINGS%27%20and%20street_type=%27ST%27)",,,,,,"41.96793279675226","-87.68013196812763","POINT (-87.68013196812763 41.96793279675226)"
"2051 W WARREN AVE","2051","W","WARREN","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2051%20and%20direction=%27W%27%20and%20street_name=%27WARREN%27%20and%20street_type=%27AVE%27)",,,,,,"41.88209119575435","-87.67867467517307","POINT (-87.67867467517307 41.88209119575435)"
"2066 N HOYNE AVE","2066","N","HOYNE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2066%20and%20direction=%27N%27%20and%20street_name=%27HOYNE%27%20and%20street_type=%27AVE%27)",,,,,,"41.919641935651896","-87.68030834019972","POINT (-87.68030834019972 41.919641935651896)"
"208 N LATROBE AVE","208","N","LATROBE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=208%20and%20direction=%27N%27%20and%20street_name=%27LATROBE%27%20and%20street_type=%27AVE%27)",,,,,,"41.88466614564915","-87.75659264452693","POINT (-87.75659264452693 41.88466614564915)"
"2108 W 21ST PL","2108","W","21ST","PL",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=2108%20and%20direction=%27W%27%20and%20street_name=%2721ST%27%20and%20street_type=%27PL%27)",,,"41.85316384502635","-87.67874725554653","POINT (-87.67874725554653 41.85316384502635)"
"2121 S SPAULDING AVE","2121","S","SPAULDING","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2121%20and%20direction=%27S%27%20and%20street_name=%27SPAULDING%27%20and%20street_type=%27AVE%27)",,,,,,"41.85281437774286","-87.70757312582107","POINT (-87.70757312582107 41.85281437774286)"
"2132 W 82ND ST","2132","W","82ND","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=2132%20and%20direction=%27W%27%20and%20street_name=%2782ND%27%20and%20street_type=%27ST%27)",,,,
"214 W 22ND PL","214","W","22ND","PL",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=214%20and%20direction=%27W%27%20and%20street_name=%2722ND%27%20and%20street_type=%27PL%27)",,"41.85227141362745","-87.63265458116392","POINT (-87.63265458116392 41.85227141362745)"
"2150 N CLEVELAND AVE","2150","N","CLEVELAND","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=2150%20and%20direction=%27N%27%20and%20street_name=%27CLEVELAND%27%20and%20street_type=%27AVE%27)",,,"41.92159939125934","-87.64150274394741","POINT (-87.64150274394741 41.92159939125934)"
"219 E ILLINOIS ST","219","E","ILLINOIS","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=219%20and%20direction=%27E%27%20and%20street_name=%27ILLINOIS%27%20and%20street_type=%27ST%27)",,"41.8908609922566","-87.6219917629147","POINT (-87.6219917629147 41.8908609922566)"
"220 N BEAUBIEN CT","220","N","BEAUBIEN","CT","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=220%20and%20direction=%27N%27%20and%20street_name=%27BEAUBIEN%27%20and%20street_type=%27CT%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=220%20and%20direction=%27N%27%20and%20street_name=%27BEAUBIEN%27%20and%20street_type=%27CT%27)",,,,,,
"2210 N TALMAN AVE","2210","N","TALMAN","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2210%20and%20direction=%27N%27%20and%20street_name=%27TALMAN%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2210%20and%20direction=%27N%27%20and%20street_name=%27TALMAN%27%20and%20street_type=%27AVE%27)",,,,"41.92209955956887","-87.69383797805756","POINT (-87.69383797805756 41.92209955956887)"
"2219 N HAMILTON AVE","2219","N","HAMILTON","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2219%20and%20direction=%27N%27%20and%20street_name=%27HAMILTON%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2219%20and%20direction=%27N%27%20and%20street_name=%27HAMILTON%27%20and%20street_type=%27AVE%27)",,,,"41.92193031695664","-87.68130419309598","POINT (-87.68130419309598 41.92193031695664)"
"2242 S COLUMBUS DR","2242","S","COLUMBUS","DR",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=2242%20and%20direction=%27S%27%20and%20street_name=%27COLUMBUS%27%20and%20street_type=%27DR%27)",,,,,
"2248 W GRANVILLE AVE","2248","W","GRANVILLE","AVE",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=2248%20and%20direction=%27W%27%20and%20street_name=%27GRANVILLE%27%20and%20street_type=%27AVE%27)",,,"41.994252807039764","-87.68682827320949","POINT (-87.68682827320949 41.994252807039764)"
"225 N JUSTINE ST","225","N","JUSTINE","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=225%20and%20direction=%27N%27%20and%20street_name=%27JUSTINE%27%20and%20street_type=%27ST%27)",,,,,,,"41.88616453239547","-87.66531589261594","POINT (-87.66531589261594 41.88616453239547)"
"2270 W LOGAN BLVD","2270","W","LOGAN","BLVD",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2270%20and%20direction=%27W%27%20and%20street_name=%27LOGAN%27%20and%20street_type=%27BLVD%27)",,,,,,"41.93105570087459","-87.6848712856826","POINT (-87.6848712856826 41.93105570087459)"
"23 E JACKSON BLVD","23","E","JACKSON","BLVD",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=23%20and%20direction=%27E%27%20and%20street_name=%27JACKSON%27%20and%20street_type=%27BLVD%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=23%20and%20direction=%27E%27%20and%20street_name=%27JACKSON%27%20and%20street_type=%27BLVD%27)","Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=23%20and%20direction=%27E%27%20and%20street_name=%27JACKSON%27%20and%20street_type=%27BLVD%27)",,,"41.87811851405508","-87.62680983020252","POINT (-87.62680983020252 41.87811851405508)"
"231 E 135TH ST","231","E","135TH","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=231%20and%20direction=%27E%27%20and%20street_name=%27135TH%27%20and%20street_type=%27ST%27)",,,,,,
"2318 N JANSSEN AVE","2318","N","JANSSEN","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2318%20and%20direction=%27N%27%20and%20street_name=%27JANSSEN%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2318%20and%20direction=%27N%27%20and%20street_name=%27JANSSEN%27%20and%20street_type=%27AVE%27)",,,,"41.92399197366478","-87.66467637469313","POINT (-87.66467637469313 41.92399197366478)"
"232 N LATROBE AVE","232","N","LATROBE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=232%20and%20direction=%27N%27%20and%20street_name=%27LATROBE%27%20and%20street_type=%27AVE%27)",,,,,,"41.88517706128593","-87.75661263281823","POINT (-87.75661263281823 41.88517706128593)"
"2327 S HOMAN AVE","2327","S","HOMAN","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2327%20and%20direction=%27S%27%20and%20street_name=%27HOMAN%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2327%20and%20direction=%27S%27%20and%20street_name=%27HOMAN%27%20and%20street_type=%27AVE%27)",,,,"41.849070657535826","-87.70990085317048","POINT (-87.70990085317048 41.849070657535826)"
"2336 W CHASE AVE","2336","W","CHASE","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=2336%20and%20direction=%27W%27%20and%20street_name=%27CHASE%27%20and%20street_type=%27AVE%27)",,"42.01420269496143","-87.68910249343233","POINT (-87.68910249343233 42.01420269496143)"
"2349 N WASHTENAW AVE","2349","N","WASHTENAW","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=2349%20and%20direction=%27N%27%20and%20street_name=%27WASHTENAW%27%20and%20street_type=%27AVE%27)",,"41.92442289907053","-87.69545254774458","POINT (-87.69545254774458 41.92442289907053)"
"237 N WESTERN AVE","237","N","WESTERN","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=237%20and%20direction=%27N%27%20and%20street_name=%27WESTERN%27%20and%20street_type=%27AVE%27)",,"41.885655448692724","-87.68640695362073","POINT (-87.68640695362073 41.885655448692724)"
"2400 N KOSTNER AVE","2400","N","KOSTNER","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2400%20and%20direction=%27N%27%20and%20street_name=%27KOSTNER%27%20and%20street_type=%27AVE%27)",,,,"41.92441065730655","-87.73671982117207","POINT (-87.73671982117207 41.92441065730655)"
"2401 W 63RD ST","2401","W","63RD","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2401%20and%20direction=%27W%27%20and%20street_name=%2763RD%27%20and%20street_type=%27ST%27)",,,,"41.77911529721227","-87.68372400386008","POINT (-87.68372400386008 41.77911529721227)"
"2441 N MAJOR AVE","2441","N","MAJOR","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=2441%20and%20direction=%27N%27%20and%20street_name=%27MAJOR%27%20and%20street_type=%27AVE%27)",,,,,,,"41.92517008200146","-87.76831754044838","POINT (-87.76831754044838 41.92517008200146)"
"2465 N LINCOLN AVE","2465","N","LINCOLN","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=2465%20and%20direction=%27N%27%20and%20street_name=%27LINCOLN%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2465%20and%20direction=%27N%27%20and%20street_name=%27LINCOLN%27%20and%20street_type=%27AVE%27)",,,,"41.92697413919347","-87.65068572186155","POINT (-87.65068572186155 41.92697413919347)"
"248 S LOTUS AVE","248","S","LOTUS","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=248%20and%20direction=%27S%27%20and%20street_name=%27LOTUS%27%20and%20street_type=%27AVE%27)",,,,,,"41.87681627823378","-87.76184942008287","POINT (-87.76184942008287 41.87681627823378)"
"2497 W THOMAS ST","2497","W","THOMAS","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2497%20and%20direction=%27W%27%20and%20street_name=%27THOMAS%27%20and%20street_type=%27ST%27)",,,,"41.901067620361076","-87.68931828680023","POINT (-87.68931828680023 41.901067620361076)"
"2501 W 35TH ST","2501","W","35TH","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2501%20and%20direction=%27W%27%20and%20street_name=%2735TH%27%20and%20street_type=%27ST%27)",,,,"41.83012790815542","-87.68738517243652","POINT (-87.68738517243652 41.83012790815542)"
"2516 W 68TH ST","2516","W","68TH","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=2516%20and%20direction=%27W%27%20and%20street_name=%2768TH%27%20and%20street_type=%27ST%27)",,,"41.77021519506023","-87.68663654527943","POINT (-87.68663654527943 41.77021519506023)"
"2521 W THORNDALE AVE","2521","W","THORNDALE","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2521%20and%20direction=%27W%27%20and%20street_name=%27THORNDALE%27%20and%20street_type=%27AVE%27)",,,,,,"41.9885014334554","-87.69301466235868","POINT (-87.69301466235868 41.9885014334554)"
"2525 S ROCKWELL ST","2525","S","ROCKWELL","ST",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2525%20and%20direction=%27S%27%20and%20street_name=%27ROCKWELL%27%20and%20street_type=%27ST%27)","Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=2525%20and%20direction=%27S%27%20and%20street_name=%27ROCKWELL%27%20and%20street_type=%27ST%27)","Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=2525%20and%20direction=%27S%27%20and%20street_name=%27ROCKWELL%27%20and%20street_type=%27ST%27)",,"41.84579123227666","-87.69022390336474","POINT (-87.69022390336474 41.84579123227666)"
"2543 W BRYN MAWR AVE","2543","W","BRYN MAWR","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2543%20and%20direction=%27W%27%20and%20street_name=%27BRYN%20MAWR%27%20and%20street_type=%27AVE%27)",,,,"41.98303897566805","-87.69365184001137","POINT (-87.69365184001137 41.98303897566805)"
"2540 S ASHLAND AVE","2540","S","ASHLAND","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2540%20and%20direction=%27S%27%20and%20street_name=%27ASHLAND%27%20and%20street_type=%27AVE%27)",,,,"41.845445380156214","-87.66603538725872","POINT (-87.66603538725872 41.845445380156214)"
"2550 S BLUE ISLAND AVE","2550","S","BLUE ISLAND","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=2550%20and%20direction=%27S%27%20and%20street_name=%27BLUE%20ISLAND%27%20and%20street_type=%27AVE%27)",,,,,,,"41.84579665175678","-87.68322935497311","POINT (-87.68322935497311 41.84579665175678)"
"2554 W LOGAN BLVD","2554","W","LOGAN","BLVD",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2554%20and%20direction=%27W%27%20and%20street_name=%27LOGAN%27%20and%20street_type=%27BLVD%27)",,,,,,"41.9286188226241","-87.69244085776815","POINT (-87.69244085776815 41.9286188226241)"
"26 E 14TH ST","26","E","14TH","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=26%20and%20direction=%27E%27%20and%20street_name=%2714TH%27%20and%20street_type=%27ST%27)",,,"41.86417404199557","-87.62614722557632","POINT (-87.62614722557632 41.86417404199557)"
"2613 S ELEANOR ST","2613","S","ELEANOR","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=2613%20and%20direction=%27S%27%20and%20street_name=%27ELEANOR%27%20and%20street_type=%27ST%27)",,"41.84524492127182","-87.6588171949814","POINT (-87.6588171949814 41.84524492127182)"
"2616 S ARCHER AVE","2616","S","ARCHER","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2616%20and%20direction=%27S%27%20and%20street_name=%27ARCHER%27%20and%20street_type=%27AVE%27)",,,,"41.84504507438074","-87.65123797567958","POINT (-87.65123797567958 41.84504507438074)"
"2623 W 71ST ST","2623","W","71ST","ST",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=2623%20and%20direction=%27W%27%20and%20street_name=%2771ST%27%20and%20street_type=%27ST%27)",,"41.76449042568128","-87.68920349387","POINT (-87.68920349387 41.76449042568128)"
"2630 W LEXINGTON ST","2630","W","LEXINGTON","ST","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=2630%20and%20direction=%27W%27%20and%20street_name=%27LEXINGTON%27%20and%20street_type=%27ST%27)",,,,,,,"41.872122492942616","-87.69240021727663","POINT (-87.69240021727663 41.872122492942616)"
"2636 N WASHTENAW AVE","2636","N","WASHTENAW","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=2636%20and%20direction=%27N%27%20and%20street_name=%27WASHTENAW%27%20and%20street_type=%27AVE%27)",,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2636%20and%20direction=%27N%27%20and%20street_name=%27WASHTENAW%27%20and%20street_type=%27AVE%27)",,,,"41.92981985153304","-87.69529203922497","POINT (-87.69529203922497 41.92981985153304)"
"2653 N AVERS AVE","2653","N","AVERS","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2653%20and%20direction=%27N%27%20and%20street_name=%27AVERS%27%20and%20street_type=%27AVE%27)",,,,"41.92978253211989","-87.72310706680379","POINT (-87.72310706680379 41.92978253211989)"
"2664 N GREENVIEW AVE","2664","N","GREENVIEW","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=2664%20and%20direction=%27N%27%20and%20street_name=%27GREENVIEW%27%20and%20street_type=%27AVE%27)","Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2664%20and%20direction=%27N%27%20and%20street_name=%27GREENVIEW%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2664%20and%20direction=%27N%27%20and%20street_name=%27GREENVIEW%27%20and%20street_type=%27AVE%27)",,,,"41.930814752748006","-87.66607293898959","POINT (-87.66607293898959 41.930814752748006)"
"2735 W MONTROSE AVE","2735","W","MONTROSE","AVE",,,,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=2735%20and%20direction=%27W%27%20and%20street_name=%27MONTROSE%27%20and%20street_type=%27AVE%27)",,,,"41.96114589474365","-87.69746220518981","POINT (-87.69746220518981 41.96114589474365)"
"28 W SUPERIOR ST","28","W","SUPERIOR","ST",,,,,"Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=28%20and%20direction=%27W%27%20and%20street_name=%27SUPERIOR%27%20and%20street_type=%27ST%27)",,,"41.89577339991936","-87.6293433015829","POINT (-87.6293433015829 41.89577339991936)"
"2800 N PULASKI RD","2800","N","PULASKI","RD",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=2800%20and%20direction=%27N%27%20and%20street_name=%27PULASKI%27%20and%20street_type=%27RD%27)",,"41.93183102561505","-87.72712687300454","POINT (-87.72712687300454 41.93183102561505)"
"2808 N ASHLAND AVE","2808","N","ASHLAND","AVE",,,,,,"Y (https://data.cityofchicago.org/resource/ug5u-hxnx.csv?street_number=2808%20and%20direction=%27N%27%20and%20street_name=%27ASHLAND%27%20and%20street_type=%27AVE%27)",,"41.932696251468286","-87.66855327362607","POINT (-87.66855327362607 41.932696251468286)"
"2938 N LAKEWOOD AVE","2938","N","LAKEWOOD","AVE",,"Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=2938%20and%20direction=%27N%27%20and%20street_name=%27LAKEWOOD%27%20and%20street_type=%27AVE%27)",,,,,,"41.93551641459601","-87.66139107834562","POINT (-87.66139107834562 41.93551641459601)"
"300 N CENTRAL PARK AVE","300","N","CENTRAL PARK","AVE","Y (https://data.cityofchicago.org/resource/fypr-ksnz.csv?street_number=300%20and%20direction=%27N%27%20and%20street_name=%27CENTRAL%20PARK%27%20and%20street_type=%27AVE%27)","Y (https://data.cityofchicago.org/resource/qhb4-qx8k.csv?street_number=300%20and%20direction=%27N%27%20and%20street_name=%27CENTRAL%20PARK%27%20and%20street_type=%27AVE%27)",,"Y (https://data.cityofchicago.org/resource/i9rk-duva.csv?street_number=300%20and%20direction=%27N%27%20and%20street_name=%27CENTRAL%20PARK%27%20and%20street_type=%27AVE%27)","Y (https://data.cityofchicago.org/resource/ir7v-8mc8.csv?street_number=300%20and%20direction=%27N%27%20and%20street_name=%27CENTRAL%20PARK%27%20and%20street_type=%27AVE%27)",,,"41.88633640976136","-87.71620313059856","POINT (-87.71620313059856 41.88633640976136)"
