"case_","date_of_occurrence","block","_iucr","_primary_decsription","_secondary_description","_location_description","arrest","domestic","beat","ward","fbi_cd","x_coordinate","y_coordinate","latitude","longitude","location"
"JG252158","2023-05-05T17:30:00.000","045XX W ADDISON ST","1310","CRIMINAL DAMAGE","TO PROPERTY","COMMERCIAL / BUSINESS OFFICE","N","N","1731","30","14","1145585","1923546","41.946207486","-87.740281691","
,  
(41.946207486, -87.740281691)"
"JG250314","2023-05-05T17:30:00.000","044XX W CORTEZ ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","Y","N","1111","37","07","1146510","1906627","41.899762506","-87.737313905","
,  
(41.899762506, -87.737313905)"
"JG249429","2023-05-05T17:31:00.000","006XX E 133RD ST","5002","OTHER OFFENSE","OTHER VEHICLE OFFENSE","CHA PARKING LOT / GROUNDS","N","N","533","10","26","1183044","1817506","41.654431311","-87.60589434","
,  
(41.654431311, -87.60589434)"
"JG249402","2023-05-05T17:38:00.000","101XX S RHODES AVE","041A","BATTERY","AGGRAVATED - HANDGUN","SIDEWALK","N","N","511","9","04B","1181696","1837949","41.71056091","-87.610198806","
,  
(41.71056091, -87.610198806)"
"JG250384","2023-05-05T17:40:00.000","030XX N KENNETH AVE","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","RESIDENCE","N","N","2523","31","26","1146184","1919876","41.936125288","-87.738173599","
,  
(41.936125288, -87.738173599)"
"JG249398","2023-05-05T17:41:00.000","039XX W 47TH ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","821","14","06","1150702","1873176","41.807887928","-87.722790148","
,  
(41.807887928, -87.722790148)"
"JG249431","2023-05-05T17:45:00.000","001XX S HAMLIN BLVD","1320","CRIMINAL DAMAGE","TO VEHICLE","ALLEY","N","N","1122","28","14","1151096","1898960","41.878634795","-87.720670425","
,  
(41.878634795, -87.720670425)"
"JG250031","2023-05-05T17:45:00.000","084XX S PAXTON AVE","0920","MOTOR VEHICLE THEFT","ATTEMPT - AUTOMOBILE","STREET","N","N","412","8","07","1192312","1849459","41.741894233","-87.570948232","
,  
(41.741894233, -87.570948232)"
"JG249449","2023-05-05T17:49:00.000","003XX W 64TH ST","2093","NARCOTICS","FOUND SUSPECT NARCOTICS","HOSPITAL BUILDING / GROUNDS","Y","N","722","20","18","1175044","1862506","41.778099133","-87.633828531","
,  
(41.778099133, -87.633828531)"
"JG252073","2023-05-05T17:50:00.000","076XX S CICERO AVE","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","N","N","833","18","06","1145727","1853720","41.754592961","-87.741528537","
,  
(41.754592961, -87.741528537)"
"JG256723","2023-05-05T17:51:00.000","014XX W MORSE AVE","1150","DECEPTIVE PRACTICE","CREDIT CARD FRAUD","GROCERY FOOD STORE","N","N","2431","49","11","1165396","1946171","42.007892017","-87.666815826","
,  
(42.007892017, -87.666815826)"
"JG249463","2023-05-05T17:53:00.000","076XX S GREEN ST","1477","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","RESIDENCE","N","N","621","17","15","1171960","1854211","41.755404926","-87.645377782","
,  
(41.755404926, -87.645377782)"
"JG249393","2023-05-05T17:55:00.000","002XX W 107TH ST","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE - PORCH / HALLWAY","N","Y","513","21","14","1176447","1833983","41.699797001","-87.629540249","
,  
(41.699797001, -87.629540249)"
"JG250290","2023-05-05T17:55:00.000","056XX N GLENWOOD AVE","1330","CRIMINAL TRESPASS","TO LAND","RESIDENCE","N","N","2013","48","26","1165956","1937818","41.984959211","-87.664995337","
,  
(41.984959211, -87.664995337)"
"JG252780","2023-05-05T18:00:00.000","017XX W GREENLEAF AVE","0810","THEFT","OVER $500","STREET","N","N","2423","49","06","1163716","1947008","42.010224487","-87.672973147","
,  
(42.010224487, -87.672973147)"
"JG251224","2023-05-05T18:00:00.000","047XX S CHAMPLAIN AVE","0810","THEFT","OVER $500","STREET","N","N","223","4","06","1181397","1873782","41.808897305","-87.610190667","
,  
(41.808897305, -87.610190667)"
"JG250647","2023-05-05T18:00:00.000","113XX S INDIANA AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","VACANT LOT / LAND","N","N","531","9","07","1179597","1829698","41.687967142","-87.618136613","
,  
(41.687967142, -87.618136613)"
"JG289802","2023-05-05T18:00:00.000","014XX N SEDGWICK ST","0261","CRIMINAL SEXUAL ASSAULT","AGGRAVATED - HANDGUN","APARTMENT","N","N","1821","27","02","1173383","1909988","41.908430535","-87.638509526","
,  
(41.908430535, -87.638509526)"
"JG249412","2023-05-05T18:00:00.000","026XX W RASCHER AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","APARTMENT","N","N","2011","40","07","1157686","1936095","41.980404272","-87.695458787","
,  
(41.980404272, -87.695458787)"
"JG249434","2023-05-05T18:00:00.000","057XX S MICHIGAN AVE","0810","THEFT","OVER $500","SIDEWALK","N","N","232","20","06","1178139","1866894","41.790070599","-87.622349204","
,  
(41.790070599, -87.622349204)"
"JG249487","2023-05-05T18:00:00.000","074XX N OCONTO AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","SIDEWALK","N","N","1611","41","26","1127060","1948860","42.016003209","-87.807803949","
,  
(42.016003209, -87.807803949)"
"JG250460","2023-05-05T18:00:00.000","056XX W FULLERTON AVE","0560","ASSAULT","SIMPLE","DRUG STORE","N","N","2515","30","08A","1138562","1915397","41.923976215","-87.766294416","
,  
(41.923976215, -87.766294416)"
"JG249456","2023-05-05T18:14:00.000","048XX N TALMAN AVE","0560","ASSAULT","SIMPLE","STREET","N","N","2031","40","08A","1157834","1931880","41.968835076","-87.695029997","
,  
(41.968835076, -87.695029997)"
"JG249473","2023-05-05T18:14:00.000","077XX S COTTAGE GROVE AVE","0560","ASSAULT","SIMPLE","HOTEL / MOTEL","N","N","624","6","08A","1182903","1853963","41.754477263","-87.605282506","
,  
(41.754477263, -87.605282506)"
"JG249471","2023-05-05T18:15:00.000","016XX N LAKE SHORE DR","2021","NARCOTICS","POSSESS - BARBITURATES","PARK PROPERTY","Y","N","1814","43","18","1176670","1911085","41.911367051","-87.626401638","
,  
(41.911367051, -87.626401638)"
"JG249480","2023-05-05T18:15:00.000","002XX W 110TH ST","0497","BATTERY","AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON","ALLEY","Y","Y","513","9","04B","1176654","1831995","41.694336995","-87.628841844","
,  
(41.694336995, -87.628841844)"
"JG254058","2023-05-05T18:16:00.000","058XX N PAULINA ST","0820","THEFT","$500 AND UNDER","RESIDENCE - PORCH / HALLWAY","N","N","2012","40","06","1164168","1938763","41.987590418","-87.671544548","
,  
(41.987590418, -87.671544548)"
"JG249590","2023-05-05T18:20:00.000","005XX E 47TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","221","3","07","1180570","1873971","41.809434991","-87.613218095","
,  
(41.809434991, -87.613218095)"
"JG249601","2023-05-05T18:25:00.000","056XX S PRINCETON AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","711","20","08B","1175248","1867578","41.792012683","-87.632929197","
,  
(41.792012683, -87.632929197)"
"JG249451","2023-05-05T18:26:00.000","083XX S KINGSTON AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","N","N","423","7","04A","1194620","1850213","41.74390685","-87.562467196","
,  
(41.74390685, -87.562467196)"
"JG249479","2023-05-05T18:26:00.000","089XX S PARNELL AVE","0545","ASSAULT","PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY","ALLEY","Y","N","2223","21","08A","1174199","1845689","41.73197004","-87.637425014","
,  
(41.73197004, -87.637425014)"
"JG249498","2023-05-05T18:30:00.000","066XX S MICHIGAN AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","322","6","08B","1178078","1861115","41.774213822","-87.622747983","
,  
(41.774213822, -87.622747983)"
"JG249610","2023-05-05T18:30:00.000","012XX W CARROLL AVE","0820","THEFT","$500 AND UNDER","STREET","N","N","1215","27","06","1168307","1902392","41.887697928","-87.657375968","
,  
(41.887697928, -87.657375968)"
"JG251492","2023-05-05T18:30:00.000","007XX S FEDERAL ST","0820","THEFT","$500 AND UNDER","STREET","N","N","123","4","06","1175911","1896968","41.872646393","-87.629615264","
,  
(41.872646393, -87.629615264)"
"JG249474","2023-05-05T18:40:00.000","001XX N WABASH AVE","1330","CRIMINAL TRESPASS","TO LAND","RESTAURANT","N","N","111","34","26","1176785","1901635","41.885433199","-87.626265286","
,  
(41.885433199, -87.626265286)"
"JG249484","2023-05-05T18:44:00.000","028XX S LAKE SHORE DR NB","0498","BATTERY","AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY","VEHICLE NON-COMMERCIAL","N","Y","133","4","04B","1181292","1886223","41.843038739","-87.610191702","
,  
(41.843038739, -87.610191702)"
"JG250291","2023-05-05T18:45:00.000","012XX W 96TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","2213","21","07","1169686","1840995","41.719187957","-87.65409366","
,  
(41.719187957, -87.65409366)"
"JG249504","2023-05-05T18:45:00.000","001XX N STATE ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","Y","N","111","34","06","1176352","1900927","41.883500187","-87.627876698","
,  
(41.883500187, -87.627876698)"
"JG249557","2023-05-05T18:45:00.000","008XX W 95TH ST","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","N","N","2223","21","04A","1172567","1841844","41.721454876","-87.643516564","
,  
(41.721454876, -87.643516564)"
"JG249513","2023-05-05T18:45:00.000","107XX S EWING AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","432","10","08B","1202186","1834431","41.700410529","-87.535281445","
,  
(41.700410529, -87.535281445)"
"JG253131","2023-05-05T18:46:00.000","075XX S STONY ISLAND AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","HOSPITAL BUILDING / GROUNDS","N","N","411","8","14","1188234","1855158","41.757630995","-87.585708249","
,  
(41.757630995, -87.585708249)"
"JG249510","2023-05-05T18:49:00.000","044XX W CONGRESS PKWY","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","Y","N","1131","28","15","1146890","1897322","41.874221281","-87.736155995","
,  
(41.874221281, -87.736155995)"
"JG249671","2023-05-05T18:50:00.000","060XX S HARPER AVE","0920","MOTOR VEHICLE THEFT","ATTEMPT - AUTOMOBILE","OTHER (SPECIFY)","N","N","314","5","07","1187482","1865118","41.784979987","-87.588147923","
,  
(41.784979987, -87.588147923)"
"JG249486","2023-05-05T18:54:00.000","0000X W VAN BUREN ST","1310","CRIMINAL DAMAGE","TO PROPERTY","SIDEWALK","N","N","113","34","14","1175757","1898513","41.87688943","-87.630134189","
,  
(41.87688943, -87.630134189)"
"JG249506","2023-05-05T19:00:00.000","029XX N LINDER AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","2514","31","07","1139197","1918945","41.93370076","-87.763874554","
,  
(41.93370076, -87.763874554)"
"JG250454","2023-05-05T19:00:00.000","010XX W ADDISON ST","0820","THEFT","$500 AND UNDER","SPORTS ARENA / STADIUM","N","N","1923","44","06","1168634","1924088","41.947225886","-87.655545441","
,  
(41.947225886, -87.655545441)"
"JG249883","2023-05-05T19:00:00.000","003XX E 29TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","133","4","07","1178744","1885839","41.842043507","-87.619553837","
,  
(41.842043507, -87.619553837)"
"JG320849","2023-05-05T19:00:00.000","036XX E 106TH ST","0820","THEFT","$500 AND UNDER","STREET","N","N","432","10","06","1202298","1835278","41.70273192","-87.534842601","
,  
(41.70273192, -87.534842601)"
"JG252422","2023-05-05T19:00:00.000","076XX S COLFAX AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","421","7","07","1194849","1854853","41.756633742","-87.56147562","
,  
(41.756633742, -87.56147562)"
"JG285033","2023-05-05T19:00:00.000","105XX S MICHIGAN AVE","0920","MOTOR VEHICLE THEFT","ATTEMPT - AUTOMOBILE","STREET","N","N","512","9","07","1178846","1835057","41.702690074","-87.620723626","
,  
(41.702690074, -87.620723626)"
"JG250476","2023-05-05T19:00:00.000","070XX N RAVENSWOOD AVE","0810","THEFT","OVER $500","SIDEWALK","N","N","2424","49","06","1163079","1946655","42.009269306","-87.675326876","
,  
(42.009269306, -87.675326876)"
"JG249581","2023-05-05T19:00:00.000","092XX S CLYDE AVE","0820","THEFT","$500 AND UNDER","APARTMENT","N","N","413","7","06","1191789","1844065","41.727105291","-87.573039041","
,  
(41.727105291, -87.573039041)"
"JG250361","2023-05-05T19:00:00.000","035XX W FLOURNOY ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1133","24","07","1152903","1896803","41.872680167","-87.714092586","
,  
(41.872680167, -87.714092586)"
"JG252361","2023-05-05T19:00:00.000","018XX N ST LOUIS AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","1422","26","08B","1152724","1911876","41.914045515","-87.714350549","
,  
(41.914045515, -87.714350549)"
"JG250776","2023-05-05T19:00:00.000","030XX S DR MARTIN LUTHER KING JR DR","0930","MOTOR VEHICLE THEFT","THEFT / RECOVERY - AUTOMOBILE","STREET","Y","N","133","4","07","1179408","1885031","41.83981113","-87.617141911","
,  
(41.83981113, -87.617141911)"
"JG249568","2023-05-05T19:00:00.000","007XX N STATE ST","0810","THEFT","OVER $500","RESTAURANT","N","N","1832","42","06","1176237","1905278","41.895442156","-87.628167681","
,  
(41.895442156, -87.628167681)"
"JG249489","2023-05-05T19:01:00.000","031XX W POLK ST","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","Y","N","1134","24","15","1155483","1896197","41.870965774","-87.70463648","
,  
(41.870965774, -87.70463648)"
"JG256674","2023-05-05T19:06:00.000","045XX S FRANCISCO AVE","1752","OFFENSE INVOLVING CHILDREN","AGGRAVATED CRIMINAL SEXUAL ABUSE BY FAMILY MEMBER","RESIDENCE","N","Y","922","12","17","1157792","1874515","41.811421161","-87.696749283","
,  
(41.811421161, -87.696749283)"
"JG252590","2023-05-05T19:15:00.000","053XX S CHRISTIANA AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","N","N","822","14","04A","1154949","1869114","41.796657388","-87.707321615","
,  
(41.796657388, -87.707321615)"
"JG249544","2023-05-05T19:15:00.000","029XX N MANGO AVE","0498","BATTERY","AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY","APARTMENT","N","Y","2514","30","04B","1137536","1918958","41.933766545","-87.769978435","
,  
(41.933766545, -87.769978435)"
"JG249617","2023-05-05T19:17:00.000","003XX N DESPLAINES ST","051A","ASSAULT","AGGRAVATED - HANDGUN","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","1214","34","04A","1171859","1902722","41.888525948","-87.644322264","
,  
(41.888525948, -87.644322264)"
"JG249524","2023-05-05T19:20:00.000","040XX N BROADWAY","0320","ROBBERY","STRONG ARM - NO WEAPON","SMALL RETAIL STORE","N","N","1915","46","03","1169648","1927439","41.95639909","-87.651720312","
,  
(41.95639909, -87.651720312)"
"JG249530","2023-05-05T19:20:00.000","0000X E PERSHING RD","0560","ASSAULT","SIMPLE","ALLEY","N","N","213","3","08A","1177611","1879162","41.823747064","-87.623913913","
,  
(41.823747064, -87.623913913)"
"JG250103","2023-05-05T19:20:00.000","016XX W COLUMBIA AVE","0920","MOTOR VEHICLE THEFT","ATTEMPT - AUTOMOBILE","STREET","N","N","2432","49","07","1164181","1944895","42.004416514","-87.671322369","
,  
(42.004416514, -87.671322369)"
"JG251563","2023-05-05T19:27:00.000","081XX S INGLESIDE AVE","0460","BATTERY","SIMPLE","APARTMENT","N","N","631","8","08B","1183980","1851194","41.746853762","-87.601421999","
,  
(41.746853762, -87.601421999)"
"JG249542","2023-05-05T19:29:00.000","057XX S MICHIGAN AVE","1812","NARCOTICS","POSSESS - CANNABIS MORE THAN 30 GRAMS","STREET","Y","N","232","20","18","1178135","1867058","41.790520722","-87.622358898","
,  
(41.790520722, -87.622358898)"
"JG249526","2023-05-05T19:29:00.000","036XX N HALSTED ST","0560","ASSAULT","SIMPLE","GROCERY FOOD STORE","N","N","1923","44","08A","1170273","1924431","41.948131367","-87.649510899","
,  
(41.948131367, -87.649510899)"
"JG249529","2023-05-05T19:30:00.000","041XX W JACKSON BLVD","031A","ROBBERY","ARMED - HANDGUN","APARTMENT","N","N","1115","28","03","1148808","1898364","41.877043815","-87.729086974","
,  
(41.877043815, -87.729086974)"
"JG249954","2023-05-05T19:30:00.000","0000X E SUPERIOR ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1834","2","07","1176710","1905378","41.89570588","-87.62642746","
,  
(41.89570588, -87.62642746)"
"JG249612","2023-05-05T19:30:00.000","059XX S KEDZIE AVE","0880","THEFT","PURSE-SNATCHING","STREET","N","N","822","14","06","1156065","1865163","41.785792907","-87.703335272","
,  
(41.785792907, -87.703335272)"
"JG251081","2023-05-05T19:30:00.000","029XX W LOGAN BLVD","0820","THEFT","$500 AND UNDER","STREET","N","N","1411","1","06","1156118","1917142","41.928427943","-87.701739041","
,  
(41.928427943, -87.701739041)"
"JG249537","2023-05-05T19:30:00.000","070XX S SOUTH SHORE DR","0460","BATTERY","SIMPLE","CAR WASH","N","N","331","5","08B","1193452","1858514","41.766714086","-87.566475657","
,  
(41.766714086, -87.566475657)"
"JG250064","2023-05-05T19:30:00.000","016XX S MICHIGAN AVE","0890","THEFT","FROM BUILDING","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","131","3","06","1177485","1892305","41.859815277","-87.623977927","
,  
(41.859815277, -87.623977927)"
"JG250002","2023-05-05T19:30:00.000","013XX W ESTES AVE","0820","THEFT","$500 AND UNDER","STREET","N","N","2423","49","06","1166060","1947524","42.011590459","-87.664333931","
,  
(42.011590459, -87.664333931)"
"JG249968","2023-05-05T19:30:00.000","001XX S WHIPPLE ST","0810","THEFT","OVER $500","STREET","N","N","1124","28","06","1156073","1899070","41.878837699","-87.702392835","
,  
(41.878837699, -87.702392835)"
"JG249547","2023-05-05T19:37:00.000","035XX W CONGRESS PKWY","1477","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","VACANT LOT / LAND","N","N","1133","28","15","1152989","1897468","41.874503296","-87.713759216","
,  
(41.874503296, -87.713759216)"
"JG249550","2023-05-05T19:40:00.000","005XX E 109TH ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","Y","Y","513","9","08B","1181678","1832793","41.696412583","-87.610423228","
,  
(41.696412583, -87.610423228)"
"JG249570","2023-05-05T19:40:00.000","020XX W 115TH ST","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","OTHER (SPECIFY)","N","N","2212","19","11","1164567","1828352","41.684602732","-87.67319795","
,  
(41.684602732, -87.67319795)"
"JG249538","2023-05-05T19:46:00.000","008XX W 53RD PL","1477","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","ALLEY","N","N","934","16","15","1171569","1869334","41.796912796","-87.64636797","
,  
(41.796912796, -87.64636797)"
"JG249543","2023-05-05T19:48:00.000","023XX W HOWARD ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","Y","N","2411","49","06","1159236","1950365","42.019529832","-87.689363741","
,  
(42.019529832, -87.689363741)"
"JG249553","2023-05-05T19:50:00.000","040XX W LAWRENCE AVE","0860","THEFT","RETAIL THEFT","CONVENIENCE STORE","N","N","1712","39","06","1148714","1931595","41.968234567","-87.728571616","
,  
(41.968234567, -87.728571616)"
"JG249539","2023-05-05T19:51:00.000","014XX S LAWNDALE AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","SIDEWALK","N","Y","1011","24","08B","1151944","1892758","41.86159916","-87.717720036","
,  
(41.86159916, -87.717720036)"
"JG249625","2023-05-05T19:52:00.000","087XX S EXCHANGE AVE","0496","BATTERY","AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT","APARTMENT","N","Y","423","10","04B","1197281","1847652","41.73681344","-87.552802376","
,  
(41.73681344, -87.552802376)"
"JG249549","2023-05-05T19:56:00.000","017XX W 64TH ST","1477","WEAPONS VIOLATION","RECKLESS FIREARM DISCHARGE","ALLEY","N","N","725","15","15","1165967","1862258","41.777616384","-87.667112203","
,  
(41.777616384, -87.667112203)"
