"case_","date_of_occurrence","block","_iucr","_primary_decsription","_secondary_description","_location_description","arrest","domestic","beat","ward","fbi_cd","x_coordinate","y_coordinate","latitude","longitude","location"
"JG250512","2023-05-06T07:50:00.000","057XX W SCHOOL ST","0610","BURGLARY","FORCIBLE ENTRY","RESIDENCE","N","N","1633","30","05","1137501","1921360","41.940358518","-87.77004906","
,  
(41.940358518, -87.77004906)"
"JG250455","2023-05-06T08:00:00.000","056XX S PEORIA ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","712","16","07","1171272","1867351","41.791477733","-87.647515112","
,  
(41.791477733, -87.647515112)"
"JG250042","2023-05-06T08:00:00.000","078XX S EAST END AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","414","8","08B","1188899","1853297","41.752508359","-87.583330605","
,  
(41.752508359, -87.583330605)"
"JG250013","2023-05-06T08:00:00.000","036XX W 25TH ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","1013","22","14","1152304","1887147","41.846194817","-87.716546481","
,  
(41.846194817, -87.716546481)"
"JG250675","2023-05-06T08:00:00.000","018XX W AUGUSTA BLVD","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","ALLEY","N","N","1212","36","07","1164050","1906705","41.899624086","-87.672887054","
,  
(41.899624086, -87.672887054)"
"JG250090","2023-05-06T08:00:00.000","053XX S BISHOP ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","N","Y","934","16","08B","1167573","1869365","41.797084559","-87.66102085","
,  
(41.797084559, -87.66102085)"
"JG251429","2023-05-06T08:00:00.000","023XX W GEORGE ST","0560","ASSAULT","SIMPLE","RESIDENCE","N","N","1432","32","08A","1160119","1919132","41.93380682","-87.686981612","
,  
(41.93380682, -87.686981612)"
"JG249987","2023-05-06T08:15:00.000","043XX W 21ST PL","1320","CRIMINAL DAMAGE","TO VEHICLE","ALLEY","N","N","1012","24","14","1147885","1889405","41.852477007","-87.732706134","
,  
(41.852477007, -87.732706134)"
"JG250012","2023-05-06T08:21:00.000","079XX S DR MARTIN LUTHER KING JR DR","0320","ROBBERY","STRONG ARM - NO WEAPON","STREET","N","N","623","6","03","1180275","1852549","41.750657714","-87.614956494","
,  
(41.750657714, -87.614956494)"
"JG250001","2023-05-06T08:25:00.000","049XX W CRYSTAL ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","Y","Y","2533","37","08B","1143271","1907868","41.903229083","-87.749179878","
,  
(41.903229083, -87.749179878)"
"JG249991","2023-05-06T08:29:00.000","054XX N CLARK ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","N","N","2012","40","06","1165048","1936387","41.981051896","-87.668375719","
,  
(41.981051896, -87.668375719)"
"JG252169","2023-05-06T08:30:00.000","115XX S WATKINS AVE","0920","MOTOR VEHICLE THEFT","ATTEMPT - AUTOMOBILE","STREET","N","N","2234","21","07","1166321","1828155","41.684025068","-87.666782602","
,  
(41.684025068, -87.666782602)"
"JG252363","2023-05-06T08:30:00.000","029XX S DR MARTIN LUTHER KING JR DR","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","N","N","133","4","14","1179389","1885691","41.841622651","-87.617191438","
,  
(41.841622651, -87.617191438)"
"JG250003","2023-05-06T08:30:00.000","016XX W MONTEREY AVE","0560","ASSAULT","SIMPLE","SMALL RETAIL STORE","N","N","2234","21","08A","1167351","1830170","41.689532641","-87.662954683","
,  
(41.689532641, -87.662954683)"
"JG250022","2023-05-06T08:50:00.000","084XX S PAXTON AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","STREET","N","N","412","8","04A","1192310","1849562","41.742176922","-87.570952216","
,  
(41.742176922, -87.570952216)"
"JG250015","2023-05-06T08:54:00.000","016XX W JONQUIL TER","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","2422","49","08B","1163842","1951001","42.021178682","-87.672396109","
,  
(42.021178682, -87.672396109)"
"JG250236","2023-05-06T09:00:00.000","076XX S ESSEX AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","421","7","08B","1194187","1854863","41.756677456","-87.56390135","
,  
(41.756677456, -87.56390135)"
"JG268399","2023-05-06T09:00:00.000","023XX N KEYSTONE AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","APARTMENT","N","Y","2525","35","26","1148996","1915223","41.92330301","-87.727959881","
,  
(41.92330301, -87.727959881)"
"JG250220","2023-05-06T09:00:00.000","008XX N RUSH ST","0810","THEFT","OVER $500","SMALL RETAIL STORE","N","N","1833","42","06","1176666","1906481","41.89873356","-87.626555688","
,  
(41.89873356, -87.626555688)"
"JG266520","2023-05-06T09:00:00.000","026XX N MOODY AVE","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","N","N","2512","36","11","1134956","1916860","41.928055525","-87.779509792","
,  
(41.928055525, -87.779509792)"
"JG303427","2023-05-06T09:00:00.000","052XX W AGATITE AVE","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","APARTMENT","N","N","1623","45","11","1140528","1929083","41.961496033","-87.758733352","
,  
(41.961496033, -87.758733352)"
"JG264114","2023-05-06T09:00:00.000","002XX S LA SALLE ST","0810","THEFT","OVER $500","SIDEWALK","N","N","122","34","06","1175171","1899118","41.878562742","-87.632267636","
,  
(41.878562742, -87.632267636)"
"JG252123","2023-05-06T09:00:00.000","097XX S PRINCETON AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","Y","511","9","14","1176006","1840288","41.717108691","-87.630966696","
,  
(41.717108691, -87.630966696)"
"JG250218","2023-05-06T09:00:00.000","027XX N CALIFORNIA AVE","0820","THEFT","$500 AND UNDER","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","1411","1","06","1157241","1918050","41.930896787","-87.697587655","
,  
(41.930896787, -87.697587655)"
"JG250018","2023-05-06T09:05:00.000","0000X E GARFIELD BLVD","0485","BATTERY","AGGRAVATED OF A CHILD","RESTAURANT","N","N","225","3","04B","1177876","1868571","41.794678414","-87.623262756","
,  
(41.794678414, -87.623262756)"
"JG257199","2023-05-06T09:15:00.000","0000X E RANDOLPH ST","1320","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","111","42","14","1176550","1901291","41.884494554","-87.627138636","
,  
(41.884494554, -87.627138636)"
"JG250051","2023-05-06T09:15:00.000","045XX W NORTH AVE","2093","NARCOTICS","FOUND SUSPECT NARCOTICS","STREET","Y","N","2533","37","18","1145752","1910244","41.909702357","-87.740006184","
,  
(41.909702357, -87.740006184)"
"JG250039","2023-05-06T09:15:00.000","049XX S CICERO AVE","1330","CRIMINAL TRESPASS","TO LAND","GAS STATION","N","N","814","22","26","1145191","1871544","41.803515121","-87.743044463","
,  
(41.803515121, -87.743044463)"
"JG250641","2023-05-06T09:15:00.000","037XX W 54TH ST","0620","BURGLARY","UNLAWFUL ENTRY","RESIDENCE - GARAGE","N","N","822","23","05","1152164","1868539","41.795134704","-87.717549695","
,  
(41.795134704, -87.717549695)"
"JG250033","2023-05-06T09:15:00.000","020XX N MILWAUKEE AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1431","1","06","1159682","1913243","41.917656022","-87.688750258","
,  
(41.917656022, -87.688750258)"
"JG250029","2023-05-06T09:20:00.000","066XX S VERNON AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","APARTMENT","N","N","312","20","08A","1180388","1861111","41.774150158","-87.614280143","
,  
(41.774150158, -87.614280143)"
"JG256208","2023-05-06T09:25:00.000","011XX S STATE ST","0460","BATTERY","SIMPLE","CTA TRAIN","N","Y","123","4","08B","1176517","1895340","41.868165405","-87.62743954","
,  
(41.868165405, -87.62743954)"
"JG253212","2023-05-06T09:30:00.000","015XX W 94TH ST","0460","BATTERY","SIMPLE","STREET","N","Y","2221","21","08B","1167517","1842383","41.723043527","-87.661998389","
,  
(41.723043527, -87.661998389)"
"JG250060","2023-05-06T09:30:00.000","002XX S CENTRAL PARK BLVD","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","Y","Y","1123","28","14","1152425","1898708","41.877917143","-87.715797232","
,  
(41.877917143, -87.715797232)"
"JG250065","2023-05-06T09:35:00.000","001XX N JEFFERSON ST","0530","ASSAULT","AGGRAVATED - OTHER DANGEROUS WEAPON","SIDEWALK","Y","N","121","34","04A","1172295","1901507","41.885182294","-87.642757034","
,  
(41.885182294, -87.642757034)"
"JG250148","2023-05-06T09:36:00.000","015XX W 95TH ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","CHURCH / SYNAGOGUE / PLACE OF WORSHIP","N","Y","2213","21","08B","1167518","1841720","41.721224132","-87.662013664","
,  
(41.721224132, -87.662013664)"
"JG250080","2023-05-06T09:40:00.000","040XX W LAWRENCE AVE","0860","THEFT","RETAIL THEFT","DRUG STORE","N","N","1712","39","06","1148714","1931595","41.968234567","-87.728571616","
,  
(41.968234567, -87.728571616)"
"JG250054","2023-05-06T09:45:00.000","091XX S STONY ISLAND AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","HOTEL / MOTEL","N","N","413","8","14","1188389","1844677","41.728866416","-87.585474026","
,  
(41.728866416, -87.585474026)"
"JG250854","2023-05-06T09:50:00.000","047XX W ARMITAGE AVE","1563","SEX OFFENSE","CRIMINAL SEXUAL ABUSE","RESIDENCE","N","N","2522","26","17","1144438","1912875","41.916946937","-87.744766993","
,  
(41.916946937, -87.744766993)"
"JG250075","2023-05-06T10:00:00.000","020XX E 69TH ST","2825","OTHER OFFENSE","HARASSMENT BY TELEPHONE","APARTMENT","N","N","331","5","26","1190842","1859617","41.769804262","-87.576006549","
,  
(41.769804262, -87.576006549)"
"JG250081","2023-05-06T10:00:00.000","032XX W WARREN BLVD","0810","THEFT","OVER $500","APARTMENT","Y","Y","1123","28","06","1154786","1900163","41.881862868","-87.707089189","
,  
(41.881862868, -87.707089189)"
"JG263963","2023-05-06T10:00:00.000","042XX S MICHIGAN AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","APARTMENT","N","N","213","3","08A","1177863","1876944","41.817654974","-87.623056687","
,  
(41.817654974, -87.623056687)"
"JG313152","2023-05-06T10:00:00.000","008XX W EASTWOOD AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENCE","N","N","1914","46","07","1169806","1931096","41.966430564","-87.651032417","
,  
(41.966430564, -87.651032417)"
"JG257944","2023-05-06T10:00:00.000","022XX E 71ST ST","0312","ROBBERY","ARMED - KNIFE / CUTTING INSTRUMENT","APARTMENT","N","Y","333","5","03","1192527","1858296","41.766138458","-87.569873169","
,  
(41.766138458, -87.569873169)"
"JG250140","2023-05-06T10:00:00.000","004XX W 107TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","2233","21","07","1175317","1833955","41.69974543","-87.633678654","
,  
(41.69974543, -87.633678654)"
"JG251186","2023-05-06T10:00:00.000","122XX S HARVARD AVE","0810","THEFT","OVER $500","RESIDENCE","N","N","523","9","06","1176165","1823701","41.671587946","-87.630879792","
,  
(41.671587946, -87.630879792)"
"JG252377","2023-05-06T10:00:00.000","040XX N KEDVALE AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1722","39","07","1148122","1926712","41.954846696","-87.730874619","
,  
(41.954846696, -87.730874619)"
"JG262848","2023-05-06T10:00:00.000","061XX S MC VICKER AVE","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","APARTMENT","N","Y","812","13","26","1137126","1863161","41.780658875","-87.772823791","
,  
(41.780658875, -87.772823791)"
"JG251386","2023-05-06T10:00:00.000","014XX W HURON ST","0820","THEFT","$500 AND UNDER","RESIDENCE - YARD (FRONT / BACK)","N","N","1215","27","06","1166705","1904791","41.894315436","-87.663190187","
,  
(41.894315436, -87.663190187)"
"JG272568","2023-05-06T10:00:00.000","044XX W CERMAK RD","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT / GARAGE (NON RESIDENTIAL)","Y","N","1013","22","07","1147235","1889005","41.851391806","-87.735102081","
,  
(41.851391806, -87.735102081)"
"JG250418","2023-05-06T10:00:00.000","004XX E 107TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","ALLEY","N","N","513","9","07","1181253","1834109","41.700033643","-87.611938948","
,  
(41.700033643, -87.611938948)"
"JG250078","2023-05-06T10:00:00.000","033XX S CARPENTER ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","Y","Y","913","11","08B","1169858","1882748","41.833759539","-87.652252507","
,  
(41.833759539, -87.652252507)"
"JG251124","2023-05-06T10:24:00.000","064XX S DR MARTIN LUTHER KING JR DR","2820","OTHER OFFENSE","TELEPHONE THREAT","STREET","N","Y","312","20","08A","1180025","1862499","41.777967289","-87.615568353","
,  
(41.777967289, -87.615568353)"
"JG252067","2023-05-06T10:28:00.000","024XX S WESTERN AVE","1310","CRIMINAL DAMAGE","TO PROPERTY","RESIDENCE","N","N","1034","25","14","1160760","1887546","41.847118871","-87.685502341","
,  
(41.847118871, -87.685502341)"
"JG252166","2023-05-06T10:30:00.000","035XX S ROCKWELL ST","0920","MOTOR VEHICLE THEFT","ATTEMPT - AUTOMOBILE","STREET","N","N","911","12","07","1159614","1880928","41.82898198","-87.689890105","
,  
(41.82898198, -87.689890105)"
"JG253891","2023-05-06T10:30:00.000","0000X S WESTERN AVE","0880","THEFT","PURSE-SNATCHING","CTA BUS STOP","N","N","1125","27","06","1160416","1899846","41.880878395","-87.686424668","
,  
(41.880878395, -87.686424668)"
"JG253979","2023-05-06T10:30:00.000","063XX S ARCHER AVE","1570","SEX OFFENSE","PUBLIC INDECENCY","LIBRARY","N","N","811","23","17","1135147","1867588","41.79284254","-87.779974875","
,  
(41.79284254, -87.779974875)"
"JG250877","2023-05-06T10:30:00.000","014XX S TRUMBULL AVE","0460","BATTERY","SIMPLE","RESIDENCE","N","N","1021","24","08B","1153602","1892848","41.861813345","-87.711631385","
,  
(41.861813345, -87.711631385)"
"JG269389","2023-05-06T10:34:00.000","048XX W BYRON ST","0890","THEFT","FROM BUILDING","APARTMENT","N","N","1634","45","06","1143286","1925480","41.951557894","-87.74868367","
,  
(41.951557894, -87.74868367)"
"JG250112","2023-05-06T10:35:00.000","015XX S FAIRFIELD AVE","0820","THEFT","$500 AND UNDER","HOSPITAL BUILDING / GROUNDS","N","N","1023","28","06","1158297","1892717","41.861359279","-87.694400341","
,  
(41.861359279, -87.694400341)"
"JG253703","2023-05-06T10:35:00.000","021XX W BARRY AVE","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300",,"N","N","1931","32","11","1161645","1920567","41.937712842","-87.681333517","
,  
(41.937712842, -87.681333517)"
"JG250494","2023-05-06T10:39:00.000","029XX S WABASH AVE","0584","STALKING","VIOLATION OF STALKING NO CONTACT ORDER","MEDICAL / DENTAL OFFICE","N","N","133","3","26","1177205","1885463","41.841046694","-87.625212818","
,  
(41.841046694, -87.625212818)"
"JG250102","2023-05-06T10:40:00.000","061XX S ROCKWELL ST","0520","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","SIDEWALK","N","N","825","16","04A","1160094","1863807","41.781989896","-87.688600214","
,  
(41.781989896, -87.688600214)"
"JG250104","2023-05-06T10:40:00.000","035XX W PETERSON AVE","0810","THEFT","OVER $500","SIDEWALK","N","N","1711","50","06","1151826","1939653","41.990285348","-87.716915687","
,  
(41.990285348, -87.716915687)"
"JG250115","2023-05-06T10:40:00.000","016XX W 47TH ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","924","15","06","1166298","1873549","41.80859321","-87.665577234","
,  
(41.80859321, -87.665577234)"
"JG250117","2023-05-06T10:44:00.000","085XX S MUSKEGON AVE","0820","THEFT","$500 AND UNDER","APARTMENT","N","Y","423","10","06","1196638","1848813","41.740015295","-87.555119611","
,  
(41.740015295, -87.555119611)"
"JG250097","2023-05-06T10:45:00.000","031XX N HALSTED ST","0810","THEFT","OVER $500","STREET","N","N","1934","44","06","1170371","1921222","41.939323599","-87.649244813","
,  
(41.939323599, -87.649244813)"
"JG250203","2023-05-06T10:50:00.000","035XX W VAN BUREN ST","1365","CRIMINAL TRESPASS","TO RESIDENCE","RESIDENCE - PORCH / HALLWAY","Y","N","1133","28","26","1152925","1897799","41.875412863","-87.713985428","
,  
(41.875412863, -87.713985428)"
"JG250956","2023-05-06T11:00:00.000","023XX W 112TH ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","2212","19","07","1162813","1830249","41.689845142","-87.679566189","
,  
(41.689845142, -87.679566189)"
"JG250168","2023-05-06T11:00:00.000","039XX W FULLERTON AVE","0560","ASSAULT","SIMPLE","MEDICAL / DENTAL OFFICE","N","N","2524","35","08A","1149755","1915667","41.924506649","-87.72515945","
,  
(41.924506649, -87.72515945)"
"JG250257","2023-05-06T11:00:00.000","043XX N WHIPPLE ST","0460","BATTERY","SIMPLE","RESIDENCE","N","N","1724","33","08B","1155271","1928620","41.959941452","-87.704542079","
,  
(41.959941452, -87.704542079)"
"JG250228","2023-05-06T11:00:00.000","047XX W 82ND PL","0810","THEFT","OVER $500","STREET","N","Y","834","18","06","1146471","1849404","41.742735","-87.738911227","
,  
(41.742735, -87.738911227)"
"JG252058","2023-05-06T11:00:00.000","022XX W LAWRENCE AVE","1154","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER",,"N","N","1911","47","11","1160375","1931835","41.968659266","-87.685688051","
,  
(41.968659266, -87.685688051)"
"JG250306","2023-05-06T11:00:00.000","075XX S YATES BLVD","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","RESIDENCE","N","N","421","7","07","1193512","1855410","41.758195007","-87.566357181","
,  
(41.758195007, -87.566357181)"
"JG250161","2023-05-06T11:01:00.000","032XX E 91ST ST","0810","THEFT","OVER $500","RESIDENCE","Y","Y","424","10","06","1198992","1845231","41.730127277","-87.546615031","
,  
(41.730127277, -87.546615031)"
"JG252491","2023-05-06T11:03:00.000","044XX W 45TH ST","0810","THEFT","OVER $500","COMMERCIAL / BUSINESS OFFICE","N","N","815","14","06","1147379","1874426","41.811382248","-87.734946287","
,  
(41.811382248, -87.734946287)"
"JG250124","2023-05-06T11:14:00.000","002XX E 103RD ST","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","VEHICLE NON-COMMERCIAL","Y","N","511","9","15","1179484","1836722","41.707244549","-87.618336828","
,  
(41.707244549, -87.618336828)"
"JG251163","2023-05-06T11:30:00.000","009XX W 63RD PKWY","0920","MOTOR VEHICLE THEFT","ATTEMPT - AUTOMOBILE","CHA PARKING LOT / GROUNDS","N","N","712","16","07","1171301","1863652","41.781326622","-87.647516964","
,  
(41.781326622, -87.647516964)"
"JG250318","2023-05-06T11:45:00.000","036XX S WINCHESTER AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","912","12","07","1163943","1880648","41.828123558","-87.674015083","
,  
(41.828123558, -87.674015083)"
"JG250164","2023-05-06T11:45:00.000","010XX W WILSON AVE","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","N","N","1914","46","06","1168302","1930713","41.965412332","-87.656573467","
,  
(41.965412332, -87.656573467)"
"JG254203","2023-05-06T11:47:00.000","004XX W 31ST ST","0890","THEFT","FROM BUILDING","RESIDENCE - PORCH / HALLWAY","N","N","914","11","06","1173703","1884379","41.838150619","-87.638095994","
,  
(41.838150619, -87.638095994)"
"JG250178","2023-05-06T11:50:00.000","064XX S ROCKWELL ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","Y","Y","825","16","08B","1160148","1861797","41.776473064","-87.688457499","
,  
(41.776473064, -87.688457499)"
"JG252063","2023-05-06T11:55:00.000","004XX W OAKDALE AVE","1154","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT $300 AND UNDER",,"N","N","1934","44","11","1172781","1919879","41.935585242","-87.640427364","
,  
(41.935585242, -87.640427364)"
"JG250173","2023-05-06T11:57:00.000","056XX W ROOSEVELT RD","0560","ASSAULT","SIMPLE","RESTAURANT","N","N","1513","29","08A","1138784","1894115","41.86557174","-87.765995772","
,  
(41.86557174, -87.765995772)"
"JG276169","2023-05-06T12:00:00.000","016XX E 71ST ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","332","5","07","1188642","1858271","41.7661636","-87.584113638","
,  
(41.7661636, -87.584113638)"
"JG250781","2023-05-06T12:00:00.000","042XX S ALBANY AVE","0620","BURGLARY","UNLAWFUL ENTRY","APARTMENT","Y","N","921","12","05","1156385","1876529","41.816976324","-87.70185583","
,  
(41.816976324, -87.70185583)"
"JG252974","2023-05-06T12:00:00.000","029XX W 25TH PL","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","RESIDENCE","N","N","1033","24","26","1157228","1886941","41.845531065","-87.698481205","
,  
(41.845531065, -87.698481205)"
"JG277318","2023-05-06T12:00:00.000","052XX N CLARK ST","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","RESTAURANT","N","N","2012","40","26","1165060","1935105","41.97753379","-87.668368188","
,  
(41.97753379, -87.668368188)"
"JG252451","2023-05-06T12:00:00.000","121XX S STATE ST","0810","THEFT","OVER $500","RESIDENCE","N","Y","532","9","06","1178440","1824515","41.673770495","-87.622528801","
,  
(41.673770495, -87.622528801)"
"JG260989","2023-05-06T12:00:00.000","0000X E 8TH ST","1320","CRIMINAL DAMAGE","TO VEHICLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","123","4","14","1176533","1896669","41.871811902","-87.627340674","
,  
(41.871811902, -87.627340674)"
"JG263161","2023-05-06T12:00:00.000","101XX S MAY ST","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300","RESIDENCE","N","N","2232","21","11","1170442","1837564","41.709756376","-87.651424198","
,  
(41.709756376, -87.651424198)"
"JG267921","2023-05-06T12:00:00.000","003XX N DESPLAINES ST","0890","THEFT","FROM BUILDING","APARTMENT","N","N","1214","34","06","1171861","1902664","41.888366748","-87.644316629","
,  
(41.888366748, -87.644316629)"
"JG266576","2023-05-06T12:00:00.000","090XX S PARNELL AVE","1110","DECEPTIVE PRACTICE","BOGUS CHECK","APARTMENT","N","N","2223","9","11","1174224","1844758","41.729414696","-87.637361006","
,  
(41.729414696, -87.637361006)"
"JG252417","2023-05-06T12:00:00.000","044XX N KILBOURN AVE","0810","THEFT","OVER $500","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","1722","39","06","1145284","1929180","41.961673362","-87.741245006","
,  
(41.961673362, -87.741245006)"
"JG250705","2023-05-06T12:00:00.000","010XX N LA SALLE DR","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","N","N","1824","27","07","1174943","1907477","41.901505411","-87.63285424","
,  
(41.901505411, -87.63285424)"
"JG274707","2023-05-06T12:00:00.000","068XX N RIDGE BLVD","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","N","N","2411","40","08A","1161713","1945335","42.005675893","-87.680389836","
,  
(42.005675893, -87.680389836)"
"JG252700","2023-05-06T12:08:00.000","047XX N LINDER AVE","2826","OTHER OFFENSE","HARASSMENT BY ELECTRONIC MEANS","RESIDENCE","N","N","1623","45","26","1138810","1931101","41.967065047","-87.765000548","
,  
(41.967065047, -87.765000548)"
"JG250194","2023-05-06T12:10:00.000","036XX S LEAVITT ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","912","12","14","1162289","1880475","41.827683499","-87.68008828","
,  
(41.827683499, -87.68008828)"
"JG250231","2023-05-06T12:10:00.000","074XX S DANTE AVE","1365","CRIMINAL TRESPASS","TO RESIDENCE","RESIDENCE","N","N","324","8","26","1187163","1855920","41.759747467","-87.589609126","
,  
(41.759747467, -87.589609126)"
"JG250794","2023-05-06T12:10:00.000","030XX W FLOURNOY ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","APARTMENT","N","N","1134","28","07","1156190","1896877","41.872817525","-87.702022459","
,  
(41.872817525, -87.702022459)"
"JG250193","2023-05-06T12:14:00.000","028XX W POLK ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","N","Y","1135","28","08B","1157593","1896245","41.871054822","-87.696888584","
,  
(41.871054822, -87.696888584)"
"JG251294","2023-05-06T12:15:00.000","016XX N PARKSIDE AVE","0820","THEFT","$500 AND UNDER","STREET","N","N","2531","29","06","1138468","1910306","41.910007638","-87.766763395","
,  
(41.910007638, -87.766763395)"
"JG250197","2023-05-06T12:20:00.000","011XX W MONTROSE AVE","0460","BATTERY","SIMPLE","SIDEWALK","N","N","1915","46","08B","1167794","1929367","41.961729856","-87.658480237","
,  
(41.961729856, -87.658480237)"
"JG250241","2023-05-06T12:22:00.000","032XX N KEELER AVE","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","SIDEWALK","Y","N","1731","30","15","1147835","1921408","41.940297617","-87.732066473","
,  
(41.940297617, -87.732066473)"
"JG250206","2023-05-06T12:27:00.000","105XX S WOODLAWN AVE","0560","ASSAULT","SIMPLE","PARKING LOT / GARAGE (NON RESIDENTIAL)","N","N","512","9","08A","1186087","1835360","41.703354066","-87.59419968","
,  
(41.703354066, -87.59419968)"
"JG250560","2023-05-06T12:30:00.000","002XX S MICHIGAN AVE","0820","THEFT","$500 AND UNDER","RESTAURANT","N","N","113","34","06","1177326","1899381","41.879235852","-87.624347038","
,  
(41.879235852, -87.624347038)"
"JG250247","2023-05-06T12:35:00.000","006XX E 31ST DR","0486","BATTERY","DOMESTIC BATTERY SIMPLE","BRIDGE","N","Y","211","4","08B","1181464","1884585","41.838539984","-87.609611164","
,  
(41.838539984, -87.609611164)"
"JG250226","2023-05-06T12:41:00.000","049XX S ASHLAND AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","N","N","931","20","14","1166503","1872209","41.804911724","-87.664863565","
,  
(41.804911724, -87.664863565)"
"JG250219","2023-05-06T12:42:00.000","065XX W DIVERSEY AVE","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","Y","N","2512","36","06","1132377","1917897","41.930946496","-87.788962647","
,  
(41.930946496, -87.788962647)"
"JG250211","2023-05-06T12:44:00.000","059XX S SANGAMON ST","0560","ASSAULT","SIMPLE","ALLEY","N","Y","712","16","08A","1170994","1865359","41.786017541","-87.648592655","
,  
(41.786017541, -87.648592655)"
"JG250223","2023-05-06T12:47:00.000","002XX W ADAMS ST","0560","ASSAULT","SIMPLE","DRUG STORE","N","N","122","42","08A","1174663","1899413","41.879383612","-87.634124064","
,  
(41.879383612, -87.634124064)"
"JG250225","2023-05-06T12:48:00.000","041XX S ASHLAND AVE","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","DEPARTMENT STORE","Y","N","924","12","15","1166366","1877352","41.819027613","-87.665219378","
,  
(41.819027613, -87.665219378)"
"JG250277","2023-05-06T12:52:00.000","015XX N HARDING AVE","041A","BATTERY","AGGRAVATED - HANDGUN","STREET","N","N","2535","26","04B","1149763","1910037","41.909057247","-87.725276727","
,  
(41.909057247, -87.725276727)"
"JG250222","2023-05-06T12:52:00.000","067XX S PERRY AVE","051A","ASSAULT","AGGRAVATED - HANDGUN","APARTMENT","N","Y","722","6","04A","1176558","1860286","41.771973284","-87.628344899","
,  
(41.771973284, -87.628344899)"
